"player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game","school"
"Aimee Crozat","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",3,0,0,1,-2,6,0.5,0,0,0.166666667,-0.333333333,"Haverford/Bryn"
"Thomas O'Hanlon","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",5,1,1,0,-3,6,0.833333333,0.166666667,0.166666667,0,-0.5,"Missouri S&T"
"Thomas Mazur","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"Pittsburgh"
"Tess Keyes","Division 1","Women","Division 1 Women","Oregon Fugue",4,1,0,0,-3,6,0.666666667,0.166666667,0,0,-0.5,"Oregon"
"Sylvia Erdely","Division 1","Women","Division 1 Women","Pennsylvania Venus",4,1,0,0,-3,5,0.8,0.2,0,0,-0.6,"Pennsylvania"
"Sukhmani Grover","Division 1","Women","Division 1 Women","Pennsylvania Venus",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"Pennsylvania"
"Samantha Merritt","Division 1","Women","Division 1 Women","Carleton Syzygy",12,1,5,3,-3,6,2,0.166666667,0.833333333,0.5,-0.5,"Carleton"
"Samantha Medina","Division 1","Women","Division 1 Women","California - San Diego D-Co",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6,"UCSD"
"Olivia Mueth","Division 3","Women","Division 3 Women","Union Jillz",5,0,1,1,-3,6,0.833333333,0,0.166666667,0.166666667,-0.5,"Union"
"Nicole Moran","Division 1","Women","Division 1 Women","California - San Diego D-Co",5,0,1,1,-3,5,1,0,0.2,0.2,-0.6,"UCSD"
"Molly Potts","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",21,10,6,2,-3,6,3.5,1.666666667,1,0.333333333,-0.5,"Mount Holyoke"
"milton adina","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6,"Oklahoma Christian"
"Michelle Wu","Division 1","Women","Division 1 Women","Tufts EWO",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"Tufts"
"Michael Yu","Division 3","Men","Division 3 Men","Claremont Braineaters",5,0,1,1,-3,6,0.833333333,0,0.166666667,0.166666667,-0.5,"Claremont"
"Maggie McFerran","Division 3","Women","Division 3 Women","Richmond Red Hots",13,6,1,3,-3,6,2.166666667,1,0.166666667,0.5,-0.5,"Richmond"
"Mackenzie Dawson","Division 1","Women","Division 1 Women","Victoria Vikes",9,2,3,1,-3,5,1.8,0.4,0.6,0.2,-0.6,"Victoria"
"Lucy Brannon","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",12,5,1,3,-3,6,2,0.833333333,0.166666667,0.5,-0.5,"Haverford/Bryn"
"Lara Gao","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",10,3,2,2,-3,6,1.666666667,0.5,0.333333333,0.333333333,-0.5,"Mount Holyoke"
"Ksenia Gotham","Division 1","Women","Division 1 Women","Western Washington Chaos",4,1,0,0,-3,5,0.8,0.2,0,0,-0.6,"Western Washington"
"Kevin Wyle","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",5,1,1,0,-3,6,0.833333333,0.166666667,0.166666667,0,-0.5,"Missouri S&T"
"Jolie Martin","Division 3","Women","Division 3 Women","Richmond Red Hots",11,6,0,2,-3,6,1.833333333,1,0,0.333333333,-0.5,"Richmond"
"Joel Escobar","Division 3","Men","Division 3 Men","Rochester Piggies",11,1,3,4,-3,6,1.833333333,0.166666667,0.5,0.666666667,-0.5,"Rochester"
"Jessie Finkelor","Division 1","Women","Division 1 Women","California - San Diego D-Co",21,2,13,3,-3,5,4.2,0.4,2.6,0.6,-0.6,"UCSD"
"Jesse Principe","Division 3","Women","Division 3 Women","Occidental WAC",3,0,0,0,-3,6,0.5,0,0,0,-0.5,"Occidental"
"Jason Manning","Division 1","Men","Division 1 Men","North Carolina Darkside",3,0,0,0,-3,6,0.5,0,0,0,-0.5,"North Carolina"
"Jasmine Puska","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",5,0,1,1,-3,5,1,0,0.2,0.2,-0.6,"Colorado State"
"Jakob Ayala","Division 1","Men","Division 1 Men","Washington University Contra",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"Washington University"
"Jackson Knox (Berry)","Division 3","Men","Division 3 Men","Berry Bucks",5,2,0,0,-3,6,0.833333333,0.333333333,0,0,-0.5,"Berry"
"Isabella Lin","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",5,1,1,0,-3,6,0.833333333,0.166666667,0.166666667,0,-0.5,"British Columbia"
"Inbal Armony","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",4,1,0,0,-3,6,0.666666667,0.166666667,0,0,-0.5,"Macalester"
"Helen Buller","Division 3","Women","Division 3 Women","Union Jillz",3,0,0,0,-3,6,0.5,0,0,0,-0.5,"Union"
"Gian Asci","Division 3","Men","Division 3 Men","Franciscan Fatal",3,0,0,0,-3,6,0.5,0,0,0,-0.5,"Franciscan"
"Ernesto Clarke","Division 1","Men","Division 1 Men","Georgia Jojah",4,0,0,1,-3,5,0.8,0,0,0.2,-0.6,"Georgia"
"Erica Clarke","Division 1","Women","Division 1 Women","Michigan Flywheel",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"Michigan"
"Ella Khoury","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",8,1,0,4,-3,5,1.6,0.2,0,0.8,-0.6,"UCSB"
"Ella Barker","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",7,3,0,1,-3,5,1.4,0.6,0,0.2,-0.6,"Colorado State"
"Eliana Norton","Division 1","Women","Division 1 Women","Oregon Fugue",12,4,4,1,-3,6,2,0.666666667,0.666666667,0.166666667,-0.5,"Oregon"
"Eli Chang","Division 1","Men","Division 1 Men","Brown Brownian Motion",5,2,0,0,-3,8,0.625,0.25,0,0,-0.375,"Brown"
"Dylan Mullaney","Division 1","Women","Division 1 Women","California - San Diego D-Co",4,0,0,1,-3,5,0.8,0,0,0.2,-0.6,"UCSD"
"Danielle Dattler","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",17,5,3,6,-3,5,3.4,1,0.6,1.2,-0.6,"SUNY Binghamton"
"Daniel Sutton","Division 3","Men","Division 3 Men","Whitman Sweets",3,0,0,0,-3,6,0.5,0,0,0,-0.5,"Whitman"
"Claire Bates","Division 1","Women","Division 1 Women","Victoria Vikes",5,1,0,1,-3,5,1,0.2,0,0.2,-0.6,"Victoria"
"Christina Coulton","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",3,0,0,0,-3,5,0.6,0,0,0,-0.6,"SUNY Binghamton"
"Celia Nicholson","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",13,3,0,7,-3,6,2.166666667,0.5,0,1.166666667,-0.5,"Haverford/Bryn"
"Cassandra Banuelos","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6,"Colorado State"
"Carinna Kinnaman","Division 3","Women","Division 3 Women","Middlebury Pranksters",8,4,1,0,-3,5,1.6,0.8,0.2,0,-0.6,"Middlebury"
"Calliope Cutchins","Division 1","Women","Division 1 Women","Michigan Flywheel",24,2,13,6,-3,5,4.8,0.4,2.6,1.2,-0.6,"Michigan"
"Anna Mortensen","Division 3","Women","Division 3 Women","Occidental WAC",8,3,0,2,-3,6,1.333333333,0.5,0,0.333333333,-0.5,"Occidental"
"Anna Carlson","Division 1","Women","Division 1 Women","Oregon Fugue",9,1,3,2,-3,6,1.5,0.166666667,0.5,0.333333333,-0.5,"Oregon"
"Alexandra Lederman","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",4,0,0,1,-3,6,0.666666667,0,0,0.166666667,-0.5,"Haverford/Bryn"
"Alexander (Zander) Lutz","Division 1","Men","Division 1 Men","Penn State Spank",11,2,4,2,-3,5,2.2,0.4,0.8,0.4,-0.6,"Penn State"
"Addison Hardin","Division 3","Women","Division 3 Women","Davenport Panthers",13,6,0,4,-3,5,2.6,1.2,0,0.8,-0.6,"Davenport"
"Vincent Zhang","Division 1","Men","Division 1 Men","NC State Alpha",6,0,2,0,-4,6,1,0,0.333333333,0,-0.666666667,"NC State"
"Seth Fisher-Olvera","Division 1","Men","Division 1 Men","Washington University Contra",11,2,3,2,-4,5,2.2,0.4,0.6,0.4,-0.8,"Washington University"
"Samantha Coulton","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",5,1,0,0,-4,5,1,0.2,0,0,-0.8,"SUNY Binghamton"
"Raphael Epstein","Division 1","Men","Division 1 Men","Washington University Contra",6,1,1,0,-4,5,1.2,0.2,0.2,0,-0.8,"Washington University"
"Rachel Barkan","Division 1","Women","Division 1 Women","Michigan Flywheel",4,0,0,0,-4,5,0.8,0,0,0,-0.8,"Michigan"
"Poppy Wagner","Division 1","Women","Division 1 Women","Pennsylvania Venus",16,4,7,1,-4,5,3.2,0.8,1.4,0.2,-0.8,"Pennsylvania"
"Natalie Lang-Ree","Division 3","Women","Division 3 Women","Carleton Eclipse",17,7,3,3,-4,6,2.833333333,1.166666667,0.5,0.5,-0.666666667,"Carleton"
"Nahlah Mkaouri","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",7,1,1,1,-4,5,1.4,0.2,0.2,0.2,-0.8,"Lewis & Clark"
"Miu Shiraiwa","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",6,1,0,1,-4,6,1,0.166666667,0,0.166666667,-0.666666667,"British Columbia"
"Margaret Heffernan","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",12,4,1,3,-4,6,2,0.666666667,0.166666667,0.5,-0.666666667,"Wesleyan"
"Mae Browning","Division 1","Women","Division 1 Women","Vermont Ruckus",31,12,13,2,-4,6,5.166666667,2,2.166666667,0.333333333,-0.666666667,"Vermont"
"luxuan Chang","Division 3","Men","Division 3 Men","Claremont Braineaters",6,1,1,0,-4,6,1,0.166666667,0.166666667,0,-0.666666667,"Claremont"
"Lucy Leither","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",15,6,1,4,-4,6,2.5,1,0.166666667,0.666666667,-0.666666667,"Grinnell"
"Lily Freeman","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",5,1,0,0,-4,6,0.833333333,0.166666667,0,0,-0.666666667,"Grinnell"
"Jonathan Newman","Division 3","Men","Division 3 Men","Davenport Panthers",7,3,0,0,-4,6,1.166666667,0.5,0,0,-0.666666667,"Davenport"
"Fiona Cashin","Division 1","Women","Division 1 Women","Georgia Athena",26,7,6,9,-4,5,5.2,1.4,1.2,1.8,-0.8,"Georgia"
"Emma Jansen","Division 3","Women","Division 3 Women","St Olaf Vortex",8,4,0,0,-4,5,1.6,0.8,0,0,-0.8,"St Olaf"
"Eliza Williams-Derry","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",28,7,9,8,-4,6,4.666666667,1.166666667,1.5,1.333333333,-0.666666667,"Mount Holyoke"
"Clara Moss","Division 1","Women","Division 1 Women","Michigan Flywheel",5,0,1,0,-4,5,1,0,0.2,0,-0.8,"Michigan"
"Claire Wilson-Black","Division 3","Women","Division 3 Women","Occidental WAC",11,0,2,5,-4,6,1.833333333,0,0.333333333,0.833333333,-0.666666667,"Occidental"
"Celeste Alden","Division 3","Women","Division 3 Women","Middlebury Pranksters",10,2,3,1,-4,5,2,0.4,0.6,0.2,-0.8,"Middlebury"
"Cassidy Recker","Division 3","Women","Division 3 Women","Colorado College Zenith",23,4,13,2,-4,6,3.833333333,0.666666667,2.166666667,0.333333333,-0.666666667,"Colorado College"
"Carolyn Rivero","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",12,3,1,4,-4,6,2,0.5,0.166666667,0.666666667,-0.666666667,"Grinnell"
"Camden Thomason","Division 3","Women","Division 3 Women","Richmond Red Hots",11,4,1,2,-4,6,1.833333333,0.666666667,0.166666667,0.333333333,-0.666666667,"Richmond"
"Caleb Moran","Division 1","Men","Division 1 Men","Brown Brownian Motion",6,0,2,0,-4,8,0.75,0,0.25,0,-0.5,"Brown"
"Brielle Ramsdal","Division 1","Women","Division 1 Women","Oregon Fugue",4,0,0,0,-4,6,0.666666667,0,0,0,-0.666666667,"Oregon"
"Benjamin Sparks","Division 3","Men","Division 3 Men","Bates Orange Whip",4,0,0,0,-4,6,0.666666667,0,0,0,-0.666666667,"Bates"
"Andrew Li","Division 1","Men","Division 1 Men","North Carolina Darkside",7,1,0,2,-4,6,1.166666667,0.166666667,0,0.333333333,-0.666666667,"North Carolina"
"Allison Ryan","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",12,2,1,5,-4,5,2.4,0.4,0.2,1,-0.8,"Lewis & Clark"
"Alexa Jeantette-Coca","Division 1","Women","Division 1 Women","Western Washington Chaos",12,0,3,5,-4,5,2.4,0,0.6,1,-0.8,"Western Washington"
"Addelyne Lilley","Division 3","Women","Division 3 Women","Wellesley Whiptails",10,3,2,1,-4,6,1.666666667,0.5,0.333333333,0.166666667,-0.666666667,"Wellesley"
"Shaelyn Woo","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",6,0,1,0,-5,6,1,0,0.166666667,0,-0.833333333,"British Columbia"
"Ridge Huang","Division 1","Men","Division 1 Men","Cal Ursa Major",15,0,9,1,-5,5,3,0,1.8,0.2,-1,"Cal"
"Olivia Benton","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",7,1,1,0,-5,6,1.166666667,0.166666667,0.166666667,0,-0.833333333,"Wesleyan"
"Nola Busansky","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",28,14,7,2,-5,6,4.666666667,2.333333333,1.166666667,0.333333333,-0.833333333,"Wesleyan"
"Natalie Collier","Division 1","Women","Division 1 Women","Western Washington Chaos",15,2,5,3,-5,5,3,0.4,1,0.6,-1,"Western Washington"
"Morgan Bridges","Division 3","Women","Division 3 Women","Portland UPRoar",13,6,2,0,-5,6,2.166666667,1,0.333333333,0,-0.833333333,"Portland"
"Liana Bradley","Division 1","Women","Division 1 Women","Colorado Quandary",11,1,2,3,-5,7,1.571428571,0.142857143,0.285714286,0.428571429,-0.714285714,"Colorado"
"Lauren Wu","Division 3","Women","Division 3 Women","Wellesley Whiptails",9,3,1,0,-5,6,1.5,0.5,0.166666667,0,-0.833333333,"Wellesley"
"Haruna Krumholz","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",6,0,1,0,-5,5,1.2,0,0.2,0,-1,"USCS"
"Grace Prince","Division 3","Women","Division 3 Women","Carleton Eclipse",10,0,3,2,-5,6,1.666666667,0,0.5,0.333333333,-0.833333333,"Carleton"
"Emmett Young","Division 1","Men","Division 1 Men","Brown Brownian Motion",9,2,1,1,-5,8,1.125,0.25,0.125,0.125,-0.625,"Brown"
"Emma Williamson","Division 1","Women","Division 1 Women","Colorado Quandary",21,3,11,2,-5,7,3,0.428571429,1.571428571,0.285714286,-0.714285714,"Colorado"
"Zane Bird Smith","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",27,8,10,3,-6,5,5.4,1.6,2,0.6,-1.2,"USCS"
"Zachary Sanders","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",30,4,16,4,-6,6,5,0.666666667,2.666666667,0.666666667,-1,"Missouri S&T"
"Yasmin Banares","Division 3","Women","Division 3 Women","Davenport Panthers",33,13,8,6,-6,5,6.6,2.6,1.6,1.2,-1.2,"Davenport"
"Sonja Lee","Division 1","Women","Division 1 Women","Washington Element",11,3,1,1,-6,5,2.2,0.6,0.2,0.2,-1.2,"Washington"
"Sarah Clarke","Division 3","Women","Division 3 Women","Richmond Red Hots",7,1,0,0,-6,6,1.166666667,0.166666667,0,0,-1,"Richmond"
"Sage Migon","Division 1","Women","Division 1 Women","Utah Spiral Jetty",7,0,0,1,-6,5,1.4,0,0,0.2,-1.2,"Utah"
"Mia Beeman-Weber","Division 1","Women","Division 1 Women","Carleton Syzygy",22,3,13,0,-6,6,3.666666667,0.5,2.166666667,0,-1,"Carleton"
"Meghan Quigley","Division 1","Women","Division 1 Women","Michigan Flywheel",8,1,0,1,-6,5,1.6,0.2,0,0.2,-1.2,"Michigan"
"Mae Kline","Division 1","Women","Division 1 Women","Georgia Athena",7,1,0,0,-6,5,1.4,0.2,0,0,-1.2,"Georgia"
"Madison Ong","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",13,0,6,1,-6,6,2.166666667,0,1,0.166666667,-1,"British Columbia"
"Karina Illingworth","Division 1","Women","Division 1 Women","Utah Spiral Jetty",7,0,1,0,-6,5,1.4,0,0.2,0,-1.2,"Utah"
"Hannah Pierce","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",10,2,1,1,-6,6,1.666666667,0.333333333,0.166666667,0.166666667,-1,"Grinnell"
"Grace McCann","Division 3","Women","Division 3 Women","Davenport Panthers",6,0,0,0,-6,5,1.2,0,0,0,-1.2,"Davenport"
"Emily Pozzy","Division 1","Women","Division 1 Women","Vermont Ruckus",34,13,11,4,-6,6,5.666666667,2.166666667,1.833333333,0.666666667,-1,"Vermont"
"Elizabeth Rosen","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",13,3,1,3,-6,6,2.166666667,0.5,0.166666667,0.5,-1,"Wesleyan"
"Claire Knopf","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",17,6,3,2,-6,6,2.833333333,1,0.5,0.333333333,-1,"Macalester"
"Caroline Cooper","Division 3","Women","Division 3 Women","Carleton Eclipse",13,4,3,0,-6,6,2.166666667,0.666666667,0.5,0,-1,"Carleton"
"Caroline Bach","Division 1","Women","Division 1 Women","Pennsylvania Venus",16,1,4,5,-6,5,3.2,0.2,0.8,1,-1.2,"Pennsylvania"
"brodie monohan","Division 3","Men","Division 3 Men","Whitman Sweets",16,3,4,3,-6,6,2.666666667,0.5,0.666666667,0.5,-1,"Whitman"
"Ariana O'Shea","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",10,1,1,2,-6,5,2,0.2,0.2,0.4,-1.2,"UCSB"
"Antara Ramkumar","Division 3","Women","Division 3 Women","Wellesley Whiptails",7,1,0,0,-6,6,1.166666667,0.166666667,0,0,-1,"Wellesley"
"Rosa Rudolph","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",18,8,1,2,-7,5,3.6,1.6,0.2,0.4,-1.4,"Lewis & Clark"
"Reece Liu","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",22,4,3,8,-7,6,3.666666667,0.666666667,0.5,1.333333333,-1.166666667,"Mount Holyoke"
"Parker Bert","Division 1","Women","Division 1 Women","Utah Spiral Jetty",7,0,0,0,-7,5,1.4,0,0,0,-1.4,"Utah"
"Mia Smith","Division 3","Women","Division 3 Women","Colorado College Zenith",14,2,2,3,-7,6,2.333333333,0.333333333,0.333333333,0.5,-1.166666667,"Colorado College"
"Lilian Liu","Division 1","Women","Division 1 Women","Pennsylvania Venus",9,0,0,2,-7,5,1.8,0,0,0.4,-1.4,"Pennsylvania"
"Lauren Feeney","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",7,0,0,0,-7,5,1.4,0,0,0,-1.4,"Colorado State"
"Grace Sokolow","Division 3","Women","Division 3 Women","Middlebury Pranksters",10,3,0,0,-7,5,2,0.6,0,0,-1.4,"Middlebury"
"Emma Steckline","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",13,4,1,1,-7,6,2.166666667,0.666666667,0.166666667,0.166666667,-1.166666667,"Wesleyan"
"Emily Kay-Leighton","Division 1","Women","Division 1 Women","Victoria Vikes",16,1,6,2,-7,5,3.2,0.2,1.2,0.4,-1.4,"Victoria"
"Celia Plaut","Division 3","Women","Division 3 Women","Occidental WAC",7,0,0,0,-7,6,1.166666667,0,0,0,-1.166666667,"Occidental"
"Benjamin Zhu","Division 1","Men","Division 1 Men","Penn State Spank",8,0,1,0,-7,5,1.6,0,0.2,0,-1.4,"Penn State"
"Anna Fisher Lopez","Division 1","Women","Division 1 Women","Stanford Superfly",23,3,10,3,-7,7,3.285714286,0.428571429,1.428571429,0.428571429,-1,"Stanford"
"Andrew Clayton","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",9,0,0,2,-7,6,1.5,0,0,0.333333333,-1.166666667,"Missouri S&T"
"Adella Catanzaro","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",11,4,0,0,-7,6,1.833333333,0.666666667,0,0,-1.166666667,"Grinnell"
"Rachel Chang","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",23,1,13,1,-8,5,4.6,0.2,2.6,0.2,-1.6,"USCS"
"Olivia Bordon","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",11,2,0,1,-8,6,1.833333333,0.333333333,0,0.166666667,-1.333333333,"Wesleyan"
"Lily Nygard","Division 1","Women","Division 1 Women","Utah Spiral Jetty",15,2,2,3,-8,5,3,0.4,0.4,0.6,-1.6,"Utah"
"Lexie Buckley","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",9,1,0,0,-8,5,1.8,0.2,0,0,-1.6,"USCS"
"Kelsey Viadro","Division 3","Women","Division 3 Women","Colorado College Zenith",14,4,2,0,-8,6,2.333333333,0.666666667,0.333333333,0,-1.333333333,"Colorado College"
"Eleanor Wachtel","Division 1","Women","Division 1 Women","Utah Spiral Jetty",13,1,0,4,-8,5,2.6,0.2,0,0.8,-1.6,"Utah"
"Taryn Webster","Division 1","Women","Division 1 Women","Victoria Vikes",13,3,1,0,-9,5,2.6,0.6,0.2,0,-1.8,"Victoria"
"Megan Kraut","Division 3","Women","Division 3 Women","Richmond Red Hots",13,2,0,2,-9,6,2.166666667,0.333333333,0,0.333333333,-1.5,"Richmond"
"Maya Sisk","Division 3","Women","Division 3 Women","Occidental WAC",9,0,0,0,-9,6,1.5,0,0,0,-1.5,"Occidental"
"Luiza Pessoa","Division 3","Women","Division 3 Women","Richmond Red Hots",12,2,0,1,-9,6,2,0.333333333,0,0.166666667,-1.5,"Richmond"
"Leina Goto","Division 3","Women","Division 3 Women","St Olaf Vortex",18,1,5,3,-9,5,3.6,0.2,1,0.6,-1.8,"St Olaf"
"James Fishman-Morren","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",18,1,4,4,-9,6,3,0.166666667,0.666666667,0.666666667,-1.5,"Lewis & Clark"
"Bella Russell","Division 1","Women","Division 1 Women","North Carolina Pleiades",16,1,6,0,-9,7,2.285714286,0.142857143,0.857142857,0,-1.285714286,"North Carolina"
"Amelie Steer","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",28,7,12,0,-9,5,5.6,1.4,2.4,0,-1.8,"Lewis & Clark"
"Adeline Fabel","Division 3","Women","Division 3 Women","Occidental WAC",14,4,0,1,-9,6,2.333333333,0.666666667,0,0.166666667,-1.5,"Occidental"
"Shanti Chier","Division 1","Women","Division 1 Women","Carleton Syzygy",25,1,8,6,-10,6,4.166666667,0.166666667,1.333333333,1,-1.666666667,"Carleton"
"Rachel Abrahams","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",12,0,0,2,-10,5,2.4,0,0,0.4,-2,"Lewis & Clark"
"Mitchell Gordon","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",11,1,0,0,-10,6,1.833333333,0.166666667,0,0,-1.666666667,"Missouri S&T"
"Marin Cohan","Division 1","Women","Division 1 Women","Western Washington Chaos",25,10,2,3,-10,5,5,2,0.4,0.6,-2,"Western Washington"
"Jamie Eldridge","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",42,10,20,2,-10,6,7,1.666666667,3.333333333,0.333333333,-1.666666667,"Mount Holyoke"
"Grace Bradley","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",12,1,1,0,-10,5,2.4,0.2,0.2,0,-2,"USCS"
"Quincy Booth","Division 1","Women","Division 1 Women","Georgia Athena",49,11,25,2,-11,5,9.8,2.2,5,0.4,-2.2,"Georgia"
"Persie Baroody","Division 3","Women","Division 3 Women","Colorado College Zenith",17,4,0,2,-11,6,2.833333333,0.666666667,0,0.333333333,-1.833333333,"Colorado College"
"Nora Youngelson","Division 3","Women","Division 3 Women","Occidental WAC",26,9,6,0,-11,6,4.333333333,1.5,1,0,-1.833333333,"Occidental"
"Lucy Bridal","Division 1","Women","Division 1 Women","Victoria Vikes",12,0,1,0,-11,5,2.4,0,0.2,0,-2.2,"Victoria"
"Kristen Bellinger","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",12,0,0,1,-11,6,2,0,0,0.166666667,-1.833333333,"Grinnell"
"Keely Baker","Division 1","Women","Division 1 Women","Georgia Athena",12,0,1,0,-11,5,2.4,0,0.2,0,-2.2,"Georgia"
"Josie Fenske","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",31,10,9,1,-11,5,6.2,2,1.8,0.2,-2.2,"Lewis & Clark"
"EmmaChaya Lipton-Praver","Division 3","Women","Division 3 Women","Wellesley Whiptails",24,9,4,0,-11,6,4,1.5,0.666666667,0,-1.833333333,"Wellesley"
"Emma Feldman","Division 3","Women","Division 3 Women","Wellesley Whiptails",28,2,13,2,-11,6,4.666666667,0.333333333,2.166666667,0.333333333,-1.833333333,"Wellesley"
